,data_extracao,prefixo,ponto,placa,marca,modelo,data_primeiro_emplac,ano_fabricacao,combustivel,álcool,gasolina,GNV,elétrico
2170,2020-03-12 01:58:27.228285,2561,BOURBON IPIRANGA,IWZ0618,TOYOTA,ETIOS SEDAN,2015-12-11,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2171,2020-03-12 01:58:27.228285,1435,CARREFOUR PASSO D'AREIA,IYM9632,TOYOTA,ETIOS SEDAN,2018-05-04,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2172,2020-03-12 01:58:27.228285,4916,,IZD1G74,VW,VIRTUS,2019-02-25,2019,ÁLCOOL/GASOLINA,1,1,0,0
2173,2020-03-12 01:58:27.228285,1477,,IWQ2185,VW,VOYAGE,2015-07-01,2015,ÁLCOOL/GASOLINA,1,1,0,0
2174,2020-03-12 01:58:27.228285,1095,,IWK3323,CHEVROLET,PRISMA,2015-03-17,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2175,2020-03-12 01:58:27.228285,3743,,IXQ2266,CHEVROLET,SPIN,2017-01-02,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2176,2020-03-12 01:58:27.228285,4809,PRAÇA PRINCESA ISABEL,IZE6G37,VW,VOYAGE,2019-03-01,2019,ÁLCOOL/GASOLINA,1,1,0,0
2177,2020-03-12 01:58:27.228285,4921,,IXH1423,CHEVROLET,COBALT,2016-06-10,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2178,2020-03-12 01:58:27.228285,3182,BIG SHOPPING EDUARDO PRADO,IYI3135,TOYOTA,ETIOS SEDAN,2018-01-29,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2179,2020-03-12 01:58:27.228285,3561,,IVR3234,VW,VOYAGE,2014-07-08,2014,ÁLCOOL/GASOLINA,1,1,0,0
2180,2020-03-12 01:58:27.228285,1904,FORUM CENTRAL,IXO0731,CHEVROLET,SPIN,2016-11-22,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2181,2020-03-12 01:58:27.228285,1031,BOURBON ASSIS BRASIL,IRX0229,RENAULT,LOGAN,1899-12-30,2011,ÁLCOOL/GASOLINA,1,1,0,0
2182,2020-03-12 01:58:27.228285,1373,HOSPITAL DA PUC,IXQ2636,VW,VOYAGE,2017-01-03,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2183,2020-03-12 01:58:27.228285,2597,,JAP2597,CHEVROLET,PRISMA,2014-08-29,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2184,2020-03-12 01:58:27.228285,4675,,IVH6574,VW,VOYAGE,2014-03-01,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2185,2020-03-12 01:58:27.228285,4258,RODOVIÁRIA,IXE2721,CHEVROLET,SPIN,2016-04-01,2016,ÁLCOOL/GASOLINA,1,1,0,0
2186,2020-03-12 01:58:27.228285,2584,,IYJ7821,CHEVROLET,SPIN,2018-03-02,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2187,2020-03-12 01:58:27.228285,4670,SHOPPING TOTAL (ÁREA INTERNA),IYX4846,NISSAN,VERSA,2018-11-21,2018,ÁLCOOL/GASOLINA,1,1,0,0
2188,2020-03-12 01:58:27.228285,2435,AEROPORTO SALGADO FILHO,IXC3243,CHEVROLET,SPIN,2016-09-09,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2189,2020-03-12 01:58:27.228285,4450,PRAÇA GUIA LOPES (TERESÓPOLIS - FIM DA LINHA),IWX0793,TOYOTA,ETIOS SEDAN,2015-11-09,2015,ÁLCOOL/GASOLINA,1,1,0,0
2190,2020-03-12 01:58:27.228285,4138,,PUW1408,VW,VOYAGE,2014-12-31,2014,ÁLCOOL/GASOLINA,1,1,0,0
2191,2020-03-12 01:58:27.228285,3608,HOSPITAL NOSSA SENHORA DA CONCEIÇÃO,IUT2796,TOYOTA,ETIOS,2013-09-26,2013,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2192,2020-03-12 01:58:27.228285,2779,,IXA8455,TOYOTA,ETIOS SEDAN,2016-01-14,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2193,2020-03-12 01:58:27.228285,2295,HOSPITAL DE CLÍNICAS,IXR9771,VW,VOYAGE,2017-02-15,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2194,2020-03-12 01:58:27.228285,1721,HOSPITAL NOSSA SENHORA DA CONCEIÇÃO,IZG2J62,VW,VOYAGE,2019-03-29,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2195,2020-03-12 01:58:27.228285,2704,,IZT7F11,VW,VOYAGE,2019-11-13,2019,ÁLCOOL/GASOLINA,1,1,0,0
2196,2020-03-12 01:58:27.228285,4322,SHOPPING CENTER IGUATEMI,IWI8485,VW,VOYAGE,2015-02-20,2015,ÁLCOOL/GASOLINA,1,1,0,0
2197,2020-03-12 01:58:27.228285,4471,,IWI2580,TOYOTA,ETIOS SEDAN,2016-01-11,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2198,2020-03-12 01:58:27.228285,1022,AEROPORTO SALGADO FILHO,IZH2I78,TOYOTA,ETIOS,2019-04-15,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2199,2020-03-12 01:58:27.228285,4948,RAMIRO BARCELOS,IZE5H16,NISSAN,VERSA,2019-03-25,2019,ÁLCOOL/GASOLINA,1,1,0,0
2200,2020-03-12 01:58:27.228285,2523,,IXZ1641,VW,VOYAGE,2017-11-24,2017,ÁLCOOL/GASOLINA,1,1,0,0
2201,2020-03-12 01:58:27.228285,4940,JOSÉ INÁCIO DA SILVA C/ BRASILIANO ÍNDIO DE MORAIS,IUJ1175,VW,GOL,2013-06-02,2013,ÁLCOOL/GASOLINA,1,1,0,0
2202,2020-03-12 01:58:27.228285,3888,RODOVIÁRIA,IWZ3899,CHEVROLET,COBALT,2015-12-17,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2203,2020-03-12 01:58:27.228285,3684,,IYJ0114,CHEVROLET,PRISMA,2018-02-15,2018,ÁLCOOL/GASOLINA,1,1,0,0
2204,2020-03-12 01:58:27.228285,2857,AEROPORTO SALGADO FILHO,IYN8617,CHEVROLET,SPIN,2018-05-22,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2205,2020-03-12 01:58:27.228285,5007,TANAUI DA S BOEIRA X JOÃO DE O REMIÃO,IZX3H31,VW,VIRTUS,2502-02-03,2020,ÁLCOOL/GASOLINA,1,1,0,0
2206,2020-03-12 01:58:27.228285,1590,,IXO9A74,VW,VOYAGE,2016-11-11,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2207,2020-03-12 01:58:27.228285,3842,CORONEL BORDINI X 24 DE OUTUBRO,IYF6904,TOYOTA,ETIOS,2017-12-08,2017,ÁLCOOL/GASOLINA,1,1,0,0
2208,2020-03-12 01:58:27.228285,4597,,IXQ8249,CHEVROLET,COBALT,2017-01-17,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2209,2020-03-12 01:58:27.228285,1595,,IZM4I78,VW,VOYAGE,2019-08-15,2019,ÁLCOOL/GASOLINA,1,1,0,0
2210,2020-03-12 01:58:27.228285,4696,HOSPITAL MÃE DE DEUS,IYK0206,CHEVROLET,SPIN,2018-03-07,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2211,2020-03-12 01:58:27.228285,3289,,IVY7287,VW,VOYAGE,2014-10-11,2014,ÁLCOOL/GASOLINA,1,1,0,0
2212,2020-03-12 01:58:27.228285,1616,VALPARAÍSO X BARÃO DO AMAZONAS,IXP0941,TOYOTA,ETIOS SEDAN,2016-12-12,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2213,2020-03-12 01:58:27.228285,2016,CAPITÓLIO,IXP5891,TOYOTA,ETIOS SEDAN,2016-12-21,2016,ÁLCOOL/GASOLINA,1,1,0,0
2214,2020-03-12 01:58:27.228285,2453,AEROPORTO SALGADO FILHO,IXE4067,CHEVROLET,COBALT,2016-04-06,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2215,2020-03-12 01:58:27.228285,4877,BOURBON COUNTRY,IXO0899,CHEVROLET,COBALT,2016-11-22,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2216,2020-03-12 01:58:27.228285,4042,HOTEL INTERCITY,IZA4042,CHEVROLET,COBALT,2012-02-08,2012,ÁLCOOL/GASOLINA,1,1,0,0
2217,2020-03-12 01:58:27.228285,3505,AEROPORTO SALGADO FILHO,IWT1955,CHEVROLET,SPIN,2015-01-16,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2218,2020-03-12 01:58:27.228285,4307,,IVZ0489,CHEVROLET,SPIN,2014-10-15,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2219,2020-03-12 01:58:27.228285,1777,JARDIM PLANALTO,IWJ2201,TOYOTA,ETIOS SEDAN,2015-02-26,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2220,2020-03-12 01:58:27.228285,2898,AEROPORTO SALGADO FILHO,IXY0973,TOYOTA,ETIOS SEDAN,2017-07-07,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2221,2020-03-12 01:58:27.228285,1944,RODOVIÁRIA,IXC6I83,TOYOTA,ETIOS SEDAN,2016-03-01,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2222,2020-03-12 01:58:27.228285,1313,,IZD2J20,VW,VOYAGE,2019-02-27,2018,ÁLCOOL/GASOLINA,1,1,0,0
2223,2020-03-12 01:58:27.228285,4153,MOINHOS SHOPPING,IVU6603,TOYOTA,ETIOS SEDAN,2014-08-19,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2224,2020-03-12 01:58:27.228285,3007,AEROPORTO SALGADO FILHO,IWX6721,CHEVROLET,COBALT,2015-11-19,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2225,2020-03-12 01:58:27.228285,2844,BOURBON ASSIS BRASIL,IKM2202,VW,SANTANA,2002-02-15,2001,ÁLCOOL/GNV,1,0,1,0
2226,2020-03-12 01:58:27.228285,1651,BOURBON IPIRANGA,IZU0D16,NISSAN,VERSA,2019-11-21,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2227,2020-03-12 01:58:27.228285,2446,PROTÁSIO ALVES X OTÁVIO SANTOS,IZC2E70,VW,VOYAGE,2019-02-06,2018,ÁLCOOL/GASOLINA,1,1,0,0
2228,2020-03-12 01:58:27.228285,4741,,IYM8172,VW,VOYAGE,2018-05-02,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2229,2020-03-12 01:58:27.228285,2743,SHOPPING TOTAL (ÁREA INTERNA),IZH3F81,NISSAN,VERSA,2019-04-09,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2230,2020-03-12 01:58:27.228285,1158,,IZJ5I61,TOYOTA,ETIOS SEDAN,2019-06-13,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2231,2020-03-12 01:58:27.228285,1878,HOSPITAL DE CLÍNICAS,IYM3855,FORD,KA SEDAN,2018-04-23,2018,ÁLCOOL/GASOLINA,1,1,0,0
2232,2020-03-12 01:58:27.228285,2639,,IUX0113,VW,VOYAGE,2013-11-03,2013,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2233,2020-03-12 01:58:27.228285,1081,,IVT0169,VW,VOYAGE,2014-07-30,2014,ÁLCOOL/GASOLINA,1,1,0,0
2234,2020-03-12 01:58:27.228285,3492,,IVP5478,VW,VOYAGE,2014-06-08,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2235,2020-03-12 01:58:27.228285,1301,AEROPORTO SALGADO FILHO,IZW3B12,CHEVROLET,SPIN,2020-01-30,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2236,2020-03-12 01:58:27.228285,1072,NOVOTEL,IXH0665,TOYOTA,ETIOS SEDAN,2016-06-09,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2237,2020-03-12 01:58:27.228285,2318,BOURBON IPIRANGA,IZN6D90,TOYOTA,ETIOS SEDAN,2019-08-07,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2238,2020-03-12 01:58:27.228285,3741,LAURO MÜLLER X A. J. RENNER,IMJ7850,FIAT,PALIO,2005-04-05,2005,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2239,2020-03-12 01:58:27.228285,4370,LINDÓIA SHOPPING,IYN9021,VW,VOYAGE,2018-05-23,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2240,2020-03-12 01:58:27.228285,2268,,IXB1435,VW,VOYAGE,2016-01-22,2015,ÁLCOOL/GASOLINA,1,1,0,0
2241,2020-03-12 01:58:27.228285,2249,RODOVIÁRIA,IZB2D51,VW,VOYAGE,2019-01-16,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2242,2020-03-12 01:58:27.228285,1860,PRAÇA DOM SEBASTIÃO,IZG7E35,VW,VOYAGE,2019-04-05,2019,ÁLCOOL/GASOLINA,1,1,0,0
2243,2020-03-12 01:58:27.228285,2044,,IZK6F73,VW,VIRTUS,2019-06-25,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2244,2020-03-12 01:58:27.228285,4274,,IYB9569,CHEVROLET,SPIN,2017-09-27,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2245,2020-03-12 01:58:27.228285,2396,CRISTÓVÃO COLOMBO/FELICÍSSIMO DE AZEVEDO,IXS6441,CHEVROLET,COBALT,2017-03-08,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2246,2020-03-12 01:58:27.228285,5078,RODOVIÁRIA,IXU9502,CHEVROLET,SPIN,2017-04-28,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2247,2020-03-12 01:58:27.228285,4977,BOURBON COUNTRY,IWO6940,FIAT,SIENA,2015-06-02,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2248,2020-03-12 01:58:27.228285,4168,HOTEL SAVOY,IWM3104,CHEVROLET,PRISMA,2015-04-09,2015,ÁLCOOL/GASOLINA,1,1,0,0
2249,2020-03-12 01:58:27.228285,4868,HOSPITAL NOSSA SENHORA DA CONCEIÇÃO,ITC3596,VW,PARATI,1899-12-30,2012,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2250,2020-03-12 01:58:27.228285,3703,TRÊS DE ABRIL (INSS-IAPI),IWG5330,VW,VOYAGE,2015-01-13,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2251,2020-03-12 01:58:27.228285,1881,PRAIA DE BELAS SHOPPING,IXJ8375,FIAT,SIENA,2016-08-11,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2252,2020-03-12 01:58:27.228285,1996,PRAÇA PRINCESA ISABEL,ISO8672,FIAT,SIENA,2011-12-08,2011,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2253,2020-03-12 01:58:27.228285,1919,HOTEL PLAZA SÃO RAFAEL,IQR1169,VW,PARATI,2010-04-18,2010,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2254,2020-03-12 01:58:27.228285,1310,JOSÉ INÁCIO DA SILVA C/ BRASILIANO ÍNDIO DE MORAIS,IXI4043,FIAT,SIENA,2016-07-10,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2255,2020-03-12 01:58:27.228285,2589,VICENTE DA FONTOURA,IWU9224,FIAT,SIENA,2015-09-29,2015,ÁLCOOL/GASOLINA,1,1,0,0
2256,2020-03-12 01:58:27.228285,4268,SALDANHA MARINHO X GETÚLIO VARGAS,IVR7540,FIAT,SIENA,2014-07-11,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2257,2020-03-12 01:58:27.228285,3006,,IQV5929,FIAT,SIENA,2010-06-02,2010,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2258,2020-03-12 01:58:27.228285,3130,TRT PRAIA DE BELAS,IXK3478,FIAT,SIENA,2016-08-24,2016,ÁLCOOL/GASOLINA,1,1,0,0
2259,2020-03-12 01:58:27.228285,4870,CARAZINHO X PROTÁSIO ALVES,IXF3754,FIAT,SIENA,2016-04-28,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2260,2020-03-12 01:58:27.228285,2515,BOURBON IPIRANGA,IWY6307,FIAT,SIENA,2015-12-04,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2261,2020-03-12 01:58:27.228285,4654,CASTRO DE MENEZES X  WENCESLAU ESCOBAR,ITA5162,GM,MERIVA,2012-04-26,2012,ÁLCOOL/GASOLINA,1,1,0,0
2262,2020-03-12 01:58:27.228285,1416,CASTRO DE MENEZES X  WENCESLAU ESCOBAR,IXC0815,FIAT,SIENA,2016-02-15,2015,ÁLCOOL/GASOLINA,1,1,0,0
2263,2020-03-12 01:58:27.228285,4788,RODOVIÁRIA,IXR6731,FIAT,SIENA,2017-02-09,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2264,2020-03-12 01:58:27.228285,2875,CORONEL BORDINI X 24 DE OUTUBRO,ITR9224,FIAT,SIENA,2012-11-02,2012,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2265,2020-03-12 01:58:27.228285,5001,TANAUI DA S BOEIRA X JOÃO DE O REMIÃO,IWJ8C16,TOYOTA,ETIOS SEDAN,2015-03-08,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2266,2020-03-12 01:58:27.228285,3830,,IZJ2C46,VW,VOYAGE,2019-06-14,2019,ÁLCOOL/GASOLINA,1,1,0,0
2267,2020-03-12 01:58:27.228285,4599,,IXC1628,VW,VOYAGE,2016-02-16,2015,ÁLCOOL/GASOLINA,1,1,0,0
2268,2020-03-12 01:58:27.228285,2007,DUQUE DE CAXIAS,IWW3491,VW,VOYAGE,2015-10-27,2015,ÁLCOOL/GASOLINA,1,1,0,0
2269,2020-03-12 01:58:27.228285,2913,FORUM CENTRAL,IXL1630,TOYOTA,ETIOS SEDAN,2016-09-14,2016,ÁLCOOL/GASOLINA,1,1,0,0
2270,2020-03-12 01:58:27.228285,2228,BEZERRA DE MENEZES X ASSIS BRASIL,IVM3395,VW,VOYAGE,2014-05-06,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2271,2020-03-12 01:58:27.228285,1700,,IXF8009,FIAT,SIENA,2016-05-06,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2272,2020-03-12 01:58:27.228285,2018,CORONEL BORDINI X 24 DE OUTUBRO,IUL4288,FIAT,SIENA,2013-06-27,2013,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2273,2020-03-12 01:58:27.228285,2843,JOSÉ DE ALENCAR X GONÇALVES DIAS,ITY7553,FIAT,SIENA,2013-01-17,2012,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2274,2020-03-12 01:58:27.228285,2957,HOSPITAL DE CLÍNICAS,IXW8223,FIAT,SIENA,2017-06-12,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2275,2020-03-12 01:58:27.228285,1017,CRISTÓVÃO COLOMBO/FELICÍSSIMO DE AZEVEDO,IYB9160,FIAT,SIENA,2017-09-26,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2276,2020-03-12 01:58:27.228285,4683,CAVALHADA/OTTO,IUZ9163,FIAT,SIENA,2013-12-04,2013,ÁLCOOL/GASOLINA,1,1,0,0
2277,2020-03-12 01:58:27.228285,5027,HOSPITAL SANTA CASA (ÁREA INTERNA),IXR8756,CHEVROLET,SPIN,2017-02-13,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2278,2020-03-12 01:58:27.228285,4534,,IWQ1887,TOYOTA,COROLLA,2015-07-01,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2279,2020-03-12 01:58:27.228285,3139,,IZW2E63,FIAT,SIENA,2019-12-20,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2280,2020-03-12 01:58:27.228285,4618,LAGEADO / NACIONAL,IVZ8379,FIAT,SIENA,2014-10-24,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2281,2020-03-12 01:58:27.228285,3869,BOURBON IPIRANGA,IXX6854,FIAT,SIENA,2017-06-29,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2282,2020-03-12 01:58:27.228285,3573,RODOVIÁRIA,IVK5552,FIAT,SIENA,2014-04-06,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2283,2020-03-12 01:58:27.228285,1548,,IVO4084,FIAT,SIENA,2014-05-28,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2284,2020-03-12 01:58:27.228285,4578,CAPITÓLIO,IWM4564,VW,VOYAGE,2015-04-24,2015,ÁLCOOL/GASOLINA,1,1,0,0
2285,2020-03-12 01:58:27.228285,1434,PRAÇA PRINCESA ISABEL,ITU1261,VW,VOYAGE,2012-11-29,2012,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2286,2020-03-12 01:58:27.228285,3965,ANITA GARIBALDI X FABIO N BARROS,IYH8837,CHEVROLET,SPIN,2018-01-19,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2287,2020-03-12 01:58:27.228285,4099,,IZH3F97,NISSAN,VERSA,2019-04-09,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2288,2020-03-12 01:58:27.228285,3278,PRAÇA JULIO DE CASTILHOS,IYZ0817,CHEVROLET,SPIN,2018-12-14,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2289,2020-03-12 01:58:27.228285,1179,,IXV8759,TOYOTA,ETIOS SEDAN,2017-05-22,2017,ÁLCOOL/GASOLINA,1,1,0,0
2290,2020-03-12 01:58:27.228285,2799,,ITF1551,VW,VOYAGE,2012-06-22,2012,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2291,2020-03-12 01:58:27.228285,2899,,IXL4366,TOYOTA,ETIOS SEDAN,2016-09-21,2016,ÁLCOOL/GASOLINA,1,1,0,0
2292,2020-03-12 01:58:27.228285,3542,PRAÇA PRINCESA ISABEL,IXQ0837,VW,VOYAGE,2016-12-29,2016,ÁLCOOL/GASOLINA,1,1,0,0
2293,2020-03-12 01:58:27.228285,3266,,IXH0423,TOYOTA,ETIOS SEDAN,2016-06-08,2016,ÁLCOOL/GASOLINA,1,1,0,0
2294,2020-03-12 01:58:27.228285,3157,,IWZ9993,CHEVROLET,PRISMA,2015-12-29,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2295,2020-03-12 01:58:27.228285,2330,AEROPORTO SALGADO FILHO,IYH7725,CHEVROLET,SPIN,2018-01-17,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2296,2020-03-12 01:58:27.228285,4628,,IXG1271,RENAULT,LOGAN,2016-05-16,2016,ÁLCOOL/GASOLINA,1,1,0,0
2297,2020-03-12 01:58:27.228285,4116,,IZI0I64,CHEVROLET,SPIN,2019-04-30,2019,ÁLCOOL/GASOLINA,1,1,0,0
2298,2020-03-12 01:58:27.228285,4233,,IYQ8290,CHEVROLET,SPIN,2018-07-25,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2299,2020-03-12 01:58:27.228285,4838,AEROPORTO SALGADO FILHO,IYD9258,CHEVROLET,SPIN,2017-11-06,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2300,2020-03-12 01:58:27.228285,2122,,IZB6A72,CHEVROLET,SPIN,2019-01-24,2018,ÁLCOOL/GASOLINA,1,1,0,0
2301,2020-03-12 01:58:27.228285,2467,CENTRO CLÍNICO MÃE DE DEUS,IYC2857,VW,VOYAGE,2017-10-03,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2302,2020-03-12 01:58:27.228285,4667,AEROPORTO SALGADO FILHO,IZQ6I88,TOYOTA,ETIOS SEDAN,2019-10-04,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2303,2020-03-12 01:58:27.228285,3954,JOÃO PESSOA (CENTRO COMERCIAL),IZO4I62,CHEVROLET,SPIN,2019-08-30,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2304,2020-03-12 01:58:27.228285,1649,BOURBON ASSIS BRASIL,IXN7367,CHEVROLET,SPIN,2016-11-11,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2305,2020-03-12 01:58:27.228285,4589,PRAÇA JULIO DE CASTILHOS,ISX2223,FIAT,PALIO,1899-12-30,2012,ÁLCOOL/GASOLINA,1,1,0,0
2306,2020-03-12 01:58:27.228285,4237,,IYL7396,CHEVROLET,SPIN,2018-04-10,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2307,2020-03-12 01:58:27.228285,1833,PRAÇA PRINCESA ISABEL,IZG5D48,VW,VOYAGE,2019-03-27,2019,ÁLCOOL/GASOLINA,1,1,0,0
2308,2020-03-12 01:58:27.228285,4437,"ASSIS BRASIL, 6464",IVQ1060,CHEVROLET,COBALT,2014-06-17,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2309,2020-03-12 01:58:27.228285,4106,SALDANHA MARINHO X GETÚLIO VARGAS,IUN5395,VW,VOYAGE,2013-07-20,2013,ÁLCOOL/GASOLINA,1,1,0,0
2310,2020-03-12 01:58:27.228285,3469,JOÃO ABOTT X PROTÁSIO ALVES,IZD8D76,VW,VOYAGE,2019-02-18,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2311,2020-03-12 01:58:27.228285,3598,HOFFMANN X CRISTÓVÃO COLOMBO,IZJ0I17,VW,VOYAGE,2019-05-22,2019,ÁLCOOL/GASOLINA,1,1,0,0
2312,2020-03-12 01:58:27.228285,4902,,IYQ0722,CHEVROLET,SPIN,2018-07-10,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2313,2020-03-12 01:58:27.228285,1480,,IZI2H74,NISSAN,VERSA,2019-04-29,2019,ÁLCOOL/GASOLINA,1,1,0,0
2314,2020-03-12 01:58:27.228285,4466,KASTELÃO TERESÓPOLIS,IZR6G37,NISSAN,KICKS,2019-10-03,2019,ÁLCOOL/GASOLINA,1,1,0,0
2315,2020-03-12 01:58:27.228285,1629,,IYQ0387,VW,VOYAGE,2018-07-11,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2316,2020-03-12 01:58:27.228285,1618,PROTÁSIO ALVES X OTÁVIO SANTOS,IVP7395,VW,VOYAGE,2014-06-11,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2317,2020-03-12 01:58:27.228285,1222,,IVS4533,FIAT,WEEKEND,2014-07-22,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2318,2020-03-12 01:58:27.228285,1677,AEROPORTO SALGADO FILHO,IXV8093,CHEVROLET,SPIN,2017-05-19,2017,ÁLCOOL/GASOLINA,1,1,0,0
2319,2020-03-12 01:58:27.228285,3462,,IWK2652,TOYOTA,ETIOS,2015-03-18,2015,ÁLCOOL/GASOLINA,1,1,0,0
2320,2020-03-12 01:58:27.228285,4208,,IYR3197,FORD,KA SEDAN,2018-08-02,2018,ÁLCOOL/GASOLINA,1,1,0,0
2321,2020-03-12 01:58:27.228285,3305,,ITU1853,CHEVROLET,COBALT,2012-11-29,2012,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2322,2020-03-12 01:58:27.228285,5048,HOSPITAL DA PUC,IXW7346,CHEVROLET,SPIN,2017-06-12,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2323,2020-03-12 01:58:27.228285,2503,,IZO2A36,VW,VOYAGE,2019-08-21,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
2324,2020-03-12 01:58:27.228285,3701,RODOVIÁRIA,IXK0901,FIAT,SIENA,2016-08-17,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
