,data_extracao,prefixo,ponto,placa,marca,modelo,data_primeiro_emplac,ano_fabricacao,combustivel,álcool,gasolina,GNV,elétrico
664,2020-03-12 01:58:27.228285,1739,DIVINO,IPV7389,GM,CLASSIC LIFE,2009-06-19,2009,ÁLCOOL/GASOLINA/GNV,1,1,1,0
665,2020-03-12 01:58:27.228285,4714,,IZV4A67,NISSAN,VERSA,2019-12-09,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
666,2020-03-12 01:58:27.228285,4662,JOSÉ DE ALENCAR X GONÇALVES DIAS,IWH6711,CHEVROLET,COBALT,2015-01-28,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
667,2020-03-12 01:58:27.228285,1887,,IVY3693,CHEVROLET,PRISMA,2014-10-07,2014,ÁLCOOL/GASOLINA,1,1,0,0
668,2020-03-12 01:58:27.228285,1971,,IXK1277,CHEVROLET,PRISMA,2016-12-31,2016,ÁLCOOL/GASOLINA,1,1,0,0
669,2020-03-12 01:58:27.228285,1467,PAULINO TEIXEIRA X PROTÁSIO ALVES,IVW8247,CHEVROLET,SPIN,2014-09-16,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
670,2020-03-12 01:58:27.228285,4039,,IZK9B68,VW,VIRTUS,2019-06-27,2019,ÁLCOOL/GASOLINA,1,1,0,0
671,2020-03-12 01:58:27.228285,4276,,IUC0528,VW,VOYAGE,2012-03-12,2013,ÁLCOOL/GASOLINA,1,1,0,0
672,2020-03-12 01:58:27.228285,1530,ADELINO F. JARDIM X MARTIM F. BERTA,ITH6777,CHEVROLET,COBALT,2012-07-19,2012,ÁLCOOL/GASOLINA,1,1,0,0
673,2020-03-12 01:58:27.228285,4949,AEROPORTO SALGADO FILHO,IYI7705,CHEVROLET,SPIN,2018-02-07,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
674,2020-03-12 01:58:27.228285,4009,BOURBON COUNTRY,IYC4423,CHEVROLET,COBALT,2017-10-05,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
675,2020-03-12 01:58:27.228285,3190,BARRA SHOPPING SUL,IYE4901,CHEVROLET,PRISMA,2017-11-17,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
676,2020-03-12 01:58:27.228285,4392,HOTEL LANCASTER,IZR5A19,NISSAN,VERSA,2019-10-08,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
677,2020-03-12 01:58:27.228285,2522,JOSÉ INÁCIO DA SILVA C/ BRASILIANO ÍNDIO DE MORAIS,IYR3358,VW,SPACEFOX,2018-08-02,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
678,2020-03-12 01:58:27.228285,1135,LAGEADO / NACIONAL,IXF6979,VW,VOYAGE,2016-05-04,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
679,2020-03-12 01:58:27.228285,3445,MARIANTE X MOSTARDEIRO,IWK9794,VW,VOYAGE,2015-03-31,2015,ÁLCOOL/GASOLINA,1,1,0,0
680,2020-03-12 01:58:27.228285,3361,1º DE SETEMBRO X BENTO GONÇALVES,IWF3278,FIAT,SIENA,2015-01-06,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
681,2020-03-12 01:58:27.228285,3533,JOSÉ INÁCIO DA SILVA C/ BRASILIANO ÍNDIO DE MORAIS,IVP5409,FIAT,SIENA,2014-06-08,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
682,2020-03-12 01:58:27.228285,3746,HOTEL PLAZA SÃO RAFAEL,IYL9622,FIAT,SIENA,2018-04-16,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
683,2020-03-12 01:58:27.228285,4711,,IXD9866,FIAT,SIENA,2016-03-29,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
684,2020-03-12 01:58:27.228285,4458,PROTÁSIO ALVES X OTÁVIO SANTOS,IVQ4806,FIAT,SIENA,2014-06-24,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
685,2020-03-12 01:58:27.228285,2940,HOSPITAL ERNESTO DORNELLES,IWK8900,FIAT,SIENA,2015-03-27,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
686,2020-03-12 01:58:27.228285,2197,,ISY8062,CHEVROLET,CLASSIC,2012-04-06,2012,ÁLCOOL/GASOLINA,1,1,0,0
687,2020-03-12 01:58:27.228285,1982,GENERAL CALDWELL X GETÚLIO VARGAS,IXK3693,FIAT,PALIO WEEKEND,2016-08-24,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
688,2020-03-12 01:58:27.228285,3644,BIG SHOPPING EDUARDO PRADO,IUP2077,CHEVROLET,CLASSIC,2013-08-07,2013,ÁLCOOL/GASOLINA,1,1,0,0
689,2020-03-12 01:58:27.228285,1600,RODOVIÁRIA,IWT9A74,FIAT,SIENA,2015-09-09,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
690,2020-03-12 01:58:27.228285,4162,TRIBUNAL DE JUSTIÇA ESTADUAL,IWN7581,FIAT,SIENA,2015-05-15,2015,ÁLCOOL/GASOLINA,1,1,0,0
691,2020-03-12 01:58:27.228285,3633,PEDRO AUGUSTO BITTENCOURT X JUCA BATISTA,IUG5270,FIAT,SIENA,2013-04-26,2013,ÁLCOOL/GASOLINA/GNV,1,1,1,0
692,2020-03-12 01:58:27.228285,3646,HOSPITAL BANCO DE OLHOS,ITK1080,FIAT,UNO,2012-08-11,2012,ÁLCOOL/GASOLINA,1,1,0,0
693,2020-03-12 01:58:27.228285,2932,,IQQ8486,FIAT,SIENA,2010-03-27,2010,ÁLCOOL/GASOLINA/GNV,1,1,1,0
694,2020-03-12 01:58:27.228285,1141,RODOVIÁRIA,IQL3809,FIAT,UNO,2010-01-07,2009,ÁLCOOL/GASOLINA,1,1,0,0
695,2020-03-12 01:58:27.228285,3582,RODOVIÁRIA,IWC1219,CHEVROLET,CLASSIC,2014-11-25,2014,ÁLCOOL/GASOLINA,1,1,0,0
696,2020-03-12 01:58:27.228285,3460,QUINTINO BOCAIÚVA,ITF3202,CHEVROLET,CLASSIC,2012-06-22,2012,ÁLCOOL/GASOLINA,1,1,0,0
697,2020-03-12 01:58:27.228285,3651,BOURBON ASSIS BRASIL,IZH4C11,NISSAN,VERSA,2019-04-15,2019,ÁLCOOL/GASOLINA,1,1,0,0
698,2020-03-12 01:58:27.228285,3320,,IZT6E25,CHEVROLET,SPIN,2019-11-22,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
699,2020-03-12 01:58:27.228285,3960,BARRA SHOPPING SUL,IXH0298,CHEVROLET,PRISMA,2016-06-08,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
700,2020-03-12 01:58:27.228285,2232,,IZP6B25,CHEVROLET,PRISMA,2019-09-18,2019,ÁLCOOL/GASOLINA,1,1,0,0
701,2020-03-12 01:58:27.228285,1387,HOSPITAL NOSSA SENHORA DA CONCEIÇÃO,IZE3C25,VW,VOYAGE,2019-02-26,2019,ÁLCOOL/GASOLINA,1,1,0,0
702,2020-03-12 01:58:27.228285,3027,,IZL8C31,CHEVROLET,COBALT,2019-07-12,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
703,2020-03-12 01:58:27.228285,2217,KASTELÃO TERESÓPOLIS,ITA5434,GM,MERIVA,2012-04-27,2012,ÁLCOOL/GASOLINA,1,1,0,0
704,2020-03-12 01:58:27.228285,3675,,IXT7F65,CHEVROLET,SPIN,2017-03-30,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
705,2020-03-12 01:58:27.228285,2737,,IYK9279,CHEVROLET,CRUZE,2018-03-27,2017,ÁLCOOL/GASOLINA,1,1,0,0
706,2020-03-12 01:58:27.228285,4933,,IWO4579,VW,VOYAGE,2015-05-28,2015,ÁLCOOL/GASOLINA,1,1,0,0
707,2020-03-12 01:58:27.228285,1328,,IYL7261,TOYOTA,ETIOS SEDAN,2018-04-10,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
708,2020-03-12 01:58:27.228285,3229,SILVA JARDIM X ANITA GARIBALDI,IYA4823,CHEVROLET,PRISMA,2017-12-31,2017,ÁLCOOL/GASOLINA,1,1,0,0
709,2020-03-12 01:58:27.228285,1326,RAMIRO BARCELOS,IXE7283,TOYOTA,ETIOS SEDAN,2016-04-13,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
710,2020-03-12 01:58:27.228285,4546,SILVA JARDIM X ANITA GARIBALDI,IZT4G47,VW,VIRTUS,2019-11-19,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
711,2020-03-12 01:58:27.228285,2038,NOVOTEL,IZA9G60,CHEVROLET,SPIN,2019-01-11,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
712,2020-03-12 01:58:27.228285,3681,RODOVIÁRIA,IZF0G77,CHEVROLET,PRISMA,2019-03-16,2019,ÁLCOOL/GASOLINA,1,1,0,0
713,2020-03-12 01:58:27.228285,1766,CAPITÓLIO,IWR3393,TOYOTA,ETIOS,2015-07-23,2015,ÁLCOOL/GASOLINA,1,1,0,0
714,2020-03-12 01:58:27.228285,3588,TRIÂNGULO,IZA9A35,VW,VOYAGE,2019-01-11,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
715,2020-03-12 01:58:27.228285,2736,,IZL2I99,NISSAN,VERSA,2019-06-12,2019,ÁLCOOL/GASOLINA,1,1,0,0
716,2020-03-12 01:58:27.228285,2797,MOINHOS SHOPPING,IZI7B03,TOYOTA,YARIS,2019-05-14,2019,ÁLCOOL/GASOLINA,1,1,0,0
717,2020-03-12 01:58:27.228285,1350,LAURO MÜLLER X A. J. RENNER,IUP3305,VW,VOYAGE,2013-08-09,2013,ÁLCOOL/GASOLINA/GNV,1,1,1,0
718,2020-03-12 01:58:27.228285,2004,MARILAND X 24 DE OUTUBRO,IWO6026,VW,VOYAGE,2015-05-30,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
719,2020-03-12 01:58:27.228285,1417,24 DE OUTUBRO X HILÁRIO RIBEIRO,IZH5J68,CHEVROLET,PRISMA,2019-04-08,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
720,2020-03-12 01:58:27.228285,2167,,IXF6506,VW,VOYAGE,2016-05-04,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
721,2020-03-12 01:58:27.228285,4543,JOSÉ DO PATROCÍNIO X REPÚBLICA,IVB0838,TOYOTA,ETIOS,2013-12-13,2013,ÁLCOOL/GASOLINA,1,1,0,0
722,2020-03-12 01:58:27.228285,1550,JOSÉ DO PATROCÍNIO X REPÚBLICA,IWU1277,VW,VOYAGE,2015-09-15,2015,ÁLCOOL/GASOLINA,1,1,0,0
723,2020-03-12 01:58:27.228285,3475,,AZP9055,RENAULT,LOGAN,2015-12-31,2015,ÁLCOOL/GASOLINA,1,1,0,0
724,2020-03-12 01:58:27.228285,1510,,IYZ8G67,VW,VOYAGE,2018-12-26,2018,ÁLCOOL/GASOLINA,1,1,0,0
725,2020-03-12 01:58:27.228285,4406,HOSPITAL MÃE DE DEUS,IXA8804,TOYOTA,ETIOS SEDAN,2016-01-14,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
726,2020-03-12 01:58:27.228285,3606,JOSÉ DE ALENCAR X GONÇALVES DIAS,IYI7035,VW,VOYAGE,2018-02-06,2017,ÁLCOOL/GASOLINA,1,1,0,0
727,2020-03-12 01:58:27.228285,4103,,IYB6252,VW,VOYAGE,2017-09-19,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
728,2020-03-12 01:58:27.228285,4227,SHOPPING TOTAL (ÁREA INTERNA),IXQ7403,CHEVROLET,SPIN,2017-01-13,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
729,2020-03-12 01:58:27.228285,2805,CONDOMÍNIO JARDIM AMÉRICA,IYJ5558,VW,VOYAGE,2018-02-27,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
730,2020-03-12 01:58:27.228285,2519,HOSPITAL PRONTO SOCORRO (HPS),IWI3971,RENAULT,LOGAN,2015-02-10,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
731,2020-03-12 01:58:27.228285,4037,,IQQ7932,VW,VOYAGE,1899-12-30,2010,ÁLCOOL/GASOLINA/GNV,1,1,1,0
732,2020-03-12 01:58:27.228285,1836,HOSPITAL DE CLÍNICAS,IWB4388,VW,VOYAGE,2014-11-15,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
733,2020-03-12 01:58:27.228285,2551,AEROPORTO SALGADO FILHO,IZR2F21,CHEVROLET,SPIN,2019-10-22,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
734,2020-03-12 01:58:27.228285,1806,,IXW6217,VW,VOYAGE,2017-06-08,2017,ÁLCOOL/GASOLINA,1,1,0,0
735,2020-03-12 01:58:27.228285,2621,AEROPORTO SALGADO FILHO,IWQ8298,CHEVROLET,SPIN,2015-07-14,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
736,2020-03-12 01:58:27.228285,3765,EURICO LARA X JOSÉ DE ALENCAR,IVY5851,CHEVROLET,PRISMA,2014-10-08,2014,ÁLCOOL/GASOLINA,1,1,0,0
737,2020-03-12 01:58:27.228285,2221,CRISTÓVÃO COLOMBO/FELICÍSSIMO DE AZEVEDO,IYD6031,CHEVROLET,COBALT,2017-10-30,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
738,2020-03-12 01:58:27.228285,3637,RODOVIÁRIA,IXF9217,VW,VOYAGE,2016-05-11,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
739,2020-03-12 01:58:27.228285,1427,AUXILIADORA X 24 DE OUTUBRO,IVU4909,VW,VOYAGE,2014-08-16,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
740,2020-03-12 01:58:27.228285,1032,RODOVIÁRIA,IWV8201,TOYOTA,ETIOS SEDAN,2015-10-16,2015,ÁLCOOL/GASOLINA,1,1,0,0
741,2020-03-12 01:58:27.228285,2838,JERÔNIMO DE ORNELAS X JACINTO GOMES,IXO9395,TOYOTA,ETIOS SEDAN,2016-12-08,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
742,2020-03-12 01:58:27.228285,2781,,IYU1742,CHEVROLET,SPIN,2018-09-25,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
743,2020-03-12 01:58:27.228285,1992,RODOVIÁRIA,IZV0F15,VW,VIRTUS,2019-12-05,2019,ÁLCOOL/GASOLINA,1,1,0,0
744,2020-03-12 01:58:27.228285,4286,HOSPITAL CRISTO REDENTOR,IYV8086,TOYOTA,ETIOS SEDAN,2018-10-23,2018,ÁLCOOL/GASOLINA,1,1,0,0
745,2020-03-12 01:58:27.228285,2436,AEROPORTO SALGADO FILHO,IZL8B49,TOYOTA,ETIOS,2019-07-02,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
746,2020-03-12 01:58:27.228285,1127,PORTO SECO,IZH9D34,CHEVROLET,CRUZE,2019-04-30,2019,ÁLCOOL/GASOLINA,1,1,0,0
747,2020-03-12 01:58:27.228285,2218,SILVA JARDIM X ANITA GARIBALDI,ITI7403,GM,MERIVA,2012-07-28,2012,ÁLCOOL/GASOLINA/GNV,1,1,1,0
748,2020-03-12 01:58:27.228285,3529,MUCIO TEIXEIRA C/ AURELIANO DE FIGUEIREDO PINTO,IVO0454,TOYOTA,ETIOS,2014-06-03,2014,ÁLCOOL/GASOLINA,1,1,0,0
749,2020-03-12 01:58:27.228285,3173,JERÔNIMO DE ORNELAS X JOÃO PESSOA,IVQ5431,FIAT,SIENA,2014-06-25,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
750,2020-03-12 01:58:27.228285,2693,JOÃO ALFREDO X REPÚBLICA,IVG6222,FIAT,SIENA,2014-02-18,2014,ÁLCOOL/GASOLINA,1,1,0,0
751,2020-03-12 01:58:27.228285,4446,,IWT4A60,FIAT,SIENA,2015-08-26,2015,ÁLCOOL/GASOLINA,1,1,0,0
752,2020-03-12 01:58:27.228285,4484,,IUT3817,FORD,FIESTA,2013-09-28,2013,ÁLCOOL/GASOLINA,1,1,0,0
753,2020-03-12 01:58:27.228285,1143,,IUT8079,VW,VOYAGE,2013-09-28,2013,ÁLCOOL/GASOLINA,1,1,0,0
754,2020-03-12 01:58:27.228285,1846,,ITJ4671,CHEVROLET,CLASSIC,2012-08-03,2012,ÁLCOOL/GASOLINA,1,1,0,0
755,2020-03-12 01:58:27.228285,2313,TERMINAL ANTÔNIO DE CARVALHO,IRB2611,CHEVROLET,CLASSIC,1899-12-30,2010,ÁLCOOL/GASOLINA,1,1,0,0
756,2020-03-12 01:58:27.228285,2707,CARREFOUR,IWX2707,CHEVROLET,CLASSIC,2012-07-17,2012,ÁLCOOL/GASOLINA/GNV,1,1,1,0
757,2020-03-12 01:58:27.228285,1453,PRAÇA GUIA LOPES (TERESÓPOLIS - FIM DA LINHA),IWG0741,CHEVROLET,CLASSIC,2015-01-07,2014,ÁLCOOL/GASOLINA,1,1,0,0
758,2020-03-12 01:58:27.228285,2571,MONTE CRISTO X RODRIGUES DA FONSECA,ITE8510,CHEVROLET,CLASSIC,2012-06-19,2012,ÁLCOOL/GASOLINA,1,1,0,0
759,2020-03-12 01:58:27.228285,4545,,IXB4319,TOYOTA,COROLLA,2016-01-27,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
760,2020-03-12 01:58:27.228285,4845,LAGEADO / NACIONAL,IWL9159,FIAT,SIENA,2015-04-14,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
761,2020-03-12 01:58:27.228285,1312,,IXL2981,FIAT,SIENA,2016-09-16,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
762,2020-03-12 01:58:27.228285,4344,DAN INN CONCEIÇÃO,IWD6448,FIAT,SIENA,2014-12-10,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
763,2020-03-12 01:58:27.228285,3158,RODOVIÁRIA,IWP8176,CHEVROLET,CLASSIC,2015-06-25,2015,ÁLCOOL/GASOLINA,1,1,0,0
764,2020-03-12 01:58:27.228285,2490,BIG SHOPPING EDUARDO PRADO,IVK5327,CHEVROLET,CLASSIC,2014-04-09,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
765,2020-03-12 01:58:27.228285,4494,JOSÉ DO PATROCÍNIO X REPÚBLICA,IYL2465,NISSAN,VERSA,2018-04-04,2018,ÁLCOOL/GASOLINA,1,1,0,0
766,2020-03-12 01:58:27.228285,4547,VASCO DA GAMA X JOÃO TELES,IZJ1I64,VW,VOYAGE,2019-06-14,2019,ÁLCOOL/GASOLINA,1,1,0,0
767,2020-03-12 01:58:27.228285,3336,,IZU1F94,VW,VOYAGE,2019-11-26,2019,ÁLCOOL/GASOLINA,1,1,0,0
768,2020-03-12 01:58:27.228285,3610,AEROPORTO SALGADO FILHO,IXC0118,TOYOTA,ETIOS SEDAN,2016-02-17,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
769,2020-03-12 01:58:27.228285,1337,,IYW2493,TOYOTA,ETIOS SEDAN,2018-10-30,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
770,2020-03-12 01:58:27.228285,4900,RODOVIÁRIA,IWE0552,TOYOTA,ETIOS SEDAN,2014-12-13,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
771,2020-03-12 01:58:27.228285,3818,,IYJ0687,CHEVROLET,PRISMA,2018-02-16,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
772,2020-03-12 01:58:27.228285,1083,,IYE4630,VW,VOYAGE,2017-11-17,2017,ÁLCOOL/GASOLINA,1,1,0,0
773,2020-03-12 01:58:27.228285,3929,,IYP3835,CHEVROLET,SPIN,2018-06-26,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
774,2020-03-12 01:58:27.228285,1968,SARMENTO LEITE X LIMA E SILVA,IVI8095,CHEVROLET,PRISMA,2014-03-15,2014,ÁLCOOL/GASOLINA,1,1,0,0
775,2020-03-12 01:58:27.228285,1075,,IYN6227,RENAULT,LOGAN,2018-05-16,2018,ÁLCOOL/GASOLINA,1,1,0,0
776,2020-03-12 01:58:27.228285,2203,NOVOTEL,IYG4934,TOYOTA,ETIOS SEDAN,2017-12-21,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
777,2020-03-12 01:58:27.228285,2819,RODOVIÁRIA,IWM6282,VW,VOYAGE,2015-05-14,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
778,2020-03-12 01:58:27.228285,3805,PADRE CHAGAS X LUCIANA DE ABREU,IUC2419,TOYOTA,ETIOS SEDAN,2016-04-12,2013,ÁLCOOL/GASOLINA,1,1,0,0
779,2020-03-12 01:58:27.228285,2706,MARILAND X 24 DE OUTUBRO,IXD5240,CHEVROLET,COBALT,2016-03-16,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
780,2020-03-12 01:58:27.228285,3359,GENERAL CALDWELL X GETÚLIO VARGAS,IYJ9086,VW,VOYAGE,2018-03-05,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
781,2020-03-12 01:58:27.228285,4858,HOSPITAL ERNESTO DORNELLES,IZG3C24,CHEVROLET,SPIN,2018-12-27,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
782,2020-03-12 01:58:27.228285,2662,,IZH3B49,TOYOTA,ETIOS SEDAN,2019-04-09,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
783,2020-03-12 01:58:27.228285,4641,SERTÓRIO X PRESIDENTE ROOSEVELT,IQU1664,GM,PRISMA,2010-05-14,2010,ÁLCOOL/GASOLINA/GNV,1,1,1,0
784,2020-03-12 01:58:27.228285,3579,ALFA X PROTÁSIO ALVES,IXM4699,FORD,KA SEDAN,2016-10-13,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
785,2020-03-12 01:58:27.228285,1065,TERMINAL ANTÔNIO DE CARVALHO,IZE1F92,TOYOTA,ETIOS,2019-01-25,2019,ÁLCOOL/GASOLINA,1,1,0,0
786,2020-03-12 01:58:27.228285,2425,AEROPORTO SALGADO FILHO,IVQ7223,TOYOTA,ETIOS SEDAN,2014-07-02,2014,ÁLCOOL/GASOLINA,1,1,0,0
787,2020-03-12 01:58:27.228285,2442,,IXV1453,CHEVROLET,PRISMA,2017-05-04,2017,ÁLCOOL/GASOLINA,1,1,0,0
788,2020-03-12 01:58:27.228285,4299,RODOVIÁRIA,IZC6H19,HYUNDAI,HB20 S,2019-02-14,2018,ÁLCOOL/GASOLINA,1,1,0,0
789,2020-03-12 01:58:27.228285,4443,,IYU8092,FIAT,CRONOS,2018-10-04,2018,ÁLCOOL/GASOLINA,1,1,0,0
790,2020-03-12 01:58:27.228285,3166,JOÃO ABOTT X PROTÁSIO ALVES,IXV2610,TOYOTA,ETIOS SEDAN,2017-05-05,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
791,2020-03-12 01:58:27.228285,2951,TRT PRAIA DE BELAS,IWR3556,VW,VOYAGE,2015-07-23,2015,ÁLCOOL/GASOLINA,1,1,0,0
792,2020-03-12 01:58:27.228285,3692,AEROPORTO SALGADO FILHO,IYJ8767,CHEVROLET,SPIN,2018-03-05,2018,ÁLCOOL/GASOLINA/GNV,1,1,1,0
793,2020-03-12 01:58:27.228285,2611,,IWN0344,VW,VOYAGE,2015-05-01,2015,ÁLCOOL/GASOLINA,1,1,0,0
794,2020-03-12 01:58:27.228285,3757,RODOVIÁRIA,IZD9I94,CHEVROLET,PRISMA,2019-02-22,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
795,2020-03-12 01:58:27.228285,2069,ERNESTO DA FONTOURA X BENJAMIN CONSTANT,IVH1860,VW,VOYAGE,2014-02-21,2014,ÁLCOOL/GASOLINA,1,1,0,0
796,2020-03-12 01:58:27.228285,3791,,IZQ0J35,TOYOTA,ETIOS SEDAN,2019-09-27,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
797,2020-03-12 01:58:27.228285,2890,AEROPORTO SALGADO FILHO,IWG5267,FIAT,DOBLO,2015-01-08,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
798,2020-03-12 01:58:27.228285,4937,JOÃO ABOTT X PROTÁSIO ALVES,IXJ8876,TOYOTA,ETIOS SEDAN,2018-06-19,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
799,2020-03-12 01:58:27.228285,4603,AEROPORTO SALGADO FILHO,IZH4C29,CHEVROLET,SPIN,2019-05-16,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
800,2020-03-12 01:58:27.228285,3697,HOSPITAL NOSSA SENHORA DA CONCEIÇÃO,IXI1421,VW,VOYAGE,2016-07-04,2016,ÁLCOOL/GASOLINA,1,1,0,0
801,2020-03-12 01:58:27.228285,2280,,IVM1860,CHEVROLET,SPIN,2014-04-30,2014,ÁLCOOL/GASOLINA/GNV,1,1,1,0
802,2020-03-12 01:58:27.228285,2190,HOSPITAL NOSSA SENHORA DA CONCEIÇÃO,IWL3949,VW,VOYAGE,2015-04-02,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
803,2020-03-12 01:58:27.228285,4375,CARREFOUR PASSO D'AREIA,IYP9752,FORD,KA SEDAN,2018-07-06,2018,ÁLCOOL/GASOLINA,1,1,0,0
804,2020-03-12 01:58:27.228285,3327,,IXW1826,VW,VOYAGE,2017-05-29,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
805,2020-03-12 01:58:27.228285,4849,,IZT6I06,VW,VOYAGE,2019-11-21,2019,ÁLCOOL/GASOLINA,1,1,0,0
806,2020-03-12 01:58:27.228285,3181,AEROPORTO SALGADO FILHO,IWO3719,CHEVROLET,SPIN,2015-05-27,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
807,2020-03-12 01:58:27.228285,4560,24 DE OUTUBRO X HILÁRIO RIBEIRO,IYQ0298,VW,VIRTUS,2018-07-09,2018,ÁLCOOL/GASOLINA,1,1,0,0
808,2020-03-12 01:58:27.228285,1047,BOURBON IPIRANGA,JBC1047,CHEVROLET,PRISMA,2015-01-06,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
809,2020-03-12 01:58:27.228285,2795,,IWN9249,CHEVROLET,SPIN,2015-05-19,2015,ÁLCOOL/GASOLINA/GNV,1,1,1,0
810,2020-03-12 01:58:27.228285,2922,CRISTÓVÃO COLOMBO/FELICÍSSIMO DE AZEVEDO,IZO5B82,VW,VIRTUS,2019-08-27,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
811,2020-03-12 01:58:27.228285,2452,,IZT9A02,CHEVROLET,SPIN,2019-11-27,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
812,2020-03-12 01:58:27.228285,2575,HOFFMANN X CRISTÓVÃO COLOMBO,IXW6740,FORD,KA SEDAN,2017-06-08,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
813,2020-03-12 01:58:27.228285,1826,RODOVIÁRIA,IXT4072,VW,VOYAGE,2017-03-23,2017,ÁLCOOL/GASOLINA/GNV,1,1,1,0
814,2020-03-12 01:58:27.228285,3082,,IZP4C24,VW,VOYAGE,2019-09-05,2019,ÁLCOOL/GASOLINA/GNV,1,1,1,0
815,2020-03-12 01:58:27.228285,1912,MARIANTE X MOSTARDEIRO,IXK1934,CHEVROLET,COBALT,2016-08-19,2016,ÁLCOOL/GASOLINA,1,1,0,0
816,2020-03-12 01:58:27.228285,1159,AEROPORTO SALGADO FILHO,IXT6499,CHEVROLET,SPIN,2017-04-04,2016,ÁLCOOL/GASOLINA/GNV,1,1,1,0
817,2020-03-12 01:58:27.228285,2789,ALFA X PROTÁSIO ALVES,IZU4B76,VW,VIRTUS,2019-11-28,2019,ÁLCOOL/GASOLINA,1,1,0,0
